Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Location_0,Location_1,Location_2,Location_3,Location_4,WindGustDir_0,WindGustDir_1,WindGustDir_2,WindGustDir_3,WindGustDir_4,WindDir9am_0,WindDir9am_1,WindDir9am_2,WindDir9am_3,WindDir9am_4,WindDir3pm_0,WindDir3pm_1,WindDir3pm_2,WindDir3pm_3,WindDir3pm_4
2865,10,8.2,11.6,0.8,4.0,0.9,28.0,11.0,17.0,78.0,85.0,1007.3,1007.1,7.0,7.0,9.5,9.0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
2866,11,21.5,31.8,0.0,7.4,0.8,50.0,17.0,24.0,36.0,28.0,1012.8,1010.8,6.0,7.0,25.7,29.3,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
2867,11,18.2,20.2,19.6,7.6,0.0,33.0,9.0,19.0,94.0,95.0,1011.8,1009.0,8.0,7.0,18.8,18.6,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0
2868,11,15.4,26.8,22.2,1.2,8.4,37.0,9.0,17.0,88.0,33.0,1013.1,1011.8,7.0,2.0,17.8,25.3,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
2869,11,17.7,30.7,0.2,8.2,4.1,70.0,22.0,15.0,63.0,85.0,1012.9,1014.3,6.0,7.0,21.2,20.0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2870,1,24.9,43.5,0.0,14.8,11.8,61.0,13.0,15.0,25.0,14.0,1012.2,1010.3,1.0,2.0,32.8,41.7,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
2871,1,17.3,31.9,0.0,7.8,5.1,43.0,24.0,11.0,55.0,38.0,1006.5,1003.6,2.0,7.0,26.0,30.6,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2872,3,18.3,21.9,0.6,8.6,0.0,50.0,24.0,20.0,53.0,86.0,1014.7,1012.0,7.0,8.0,20.7,18.1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
2873,3,17.7,34.2,0.0,6.2,11.0,48.0,15.0,26.0,56.0,28.0,1016.3,1012.1,1.0,3.0,22.6,33.0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2874,3,21.0,23.8,3.0,10.0,0.1,39.0,15.0,28.0,76.0,91.0,1014.3,1016.2,7.0,8.0,22.2,15.6,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
2875,4,5.4,21.5,0.0,3.8,8.5,33.0,13.0,13.0,59.0,30.0,1015.9,1010.8,1.0,7.0,11.4,20.7,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1
2876,4,9.5,22.4,0.0,5.2,3.0,26.0,7.0,19.0,53.0,47.0,1023.1,1023.4,4.0,7.0,17.7,19.4,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
2877,5,8.1,24.8,0.0,3.2,7.2,39.0,13.0,20.0,60.0,31.0,1025.3,1019.9,4.0,6.0,15.9,22.7,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
2878,5,12.9,14.9,13.8,3.6,0.1,44.0,15.0,22.0,88.0,92.0,1016.6,1013.5,8.0,8.0,14.2,13.3,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
2879,5,3.1,12.6,13.8,1.4,1.1,24.0,7.0,15.0,88.0,76.0,1016.4,1014.5,6.0,7.0,7.6,10.7,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
2880,5,9.2,15.4,0.8,0.6,4.9,57.0,17.0,24.0,86.0,60.0,1012.0,1010.2,7.0,7.0,10.4,13.7,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
2881,5,2.8,15.0,0.8,1.8,5.8,22.0,13.0,15.0,90.0,60.0,1020.7,1016.4,7.0,3.0,7.4,14.7,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
2882,5,4.6,12.5,0.0,1.4,0.0,24.0,13.0,13.0,68.0,81.0,1013.1,1011.2,7.0,7.0,8.9,10.3,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0
2883,5,10.4,15.5,0.2,1.2,0.2,24.0,9.0,17.0,83.0,88.0,1027.5,1024.7,7.0,7.0,13.3,14.9,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
2884,5,12.4,17.4,8.8,1.4,2.4,26.0,9.0,17.0,94.0,76.0,1027.0,1022.7,7.0,7.0,13.3,17.2,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0
2885,6,13.1,14.6,24.4,2.4,0.0,33.0,13.0,7.0,93.0,97.0,1017.4,1012.5,8.0,8.0,13.9,14.2,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1
2886,6,2.7,14.7,0.0,0.6,3.0,24.0,6.0,15.0,99.0,71.0,1022.2,1017.7,7.0,6.0,7.9,14.1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
2887,6,7.8,14.0,7.6,2.4,0.1,35.0,17.0,11.0,92.0,90.0,1011.1,1008.2,7.0,8.0,11.3,13.8,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1
2888,6,9.8,13.0,10.2,1.2,0.6,35.0,15.0,24.0,97.0,86.0,1007.4,1006.1,8.0,7.0,10.7,12.0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
2889,6,2.6,11.5,0.4,0.8,2.4,22.0,13.0,13.0,95.0,77.0,1016.3,1016.1,7.0,6.0,6.4,10.6,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
2890,7,2.1,14.9,0.0,1.6,6.9,20.0,13.0,6.0,81.0,57.0,1035.0,1031.8,3.0,7.0,6.7,14.7,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1
2891,7,5.4,17.1,0.0,1.4,7.4,20.0,17.0,13.0,85.0,62.0,1028.4,1026.1,6.0,4.0,10.6,16.8,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
2892,7,10.5,13.3,2.2,2.0,0.0,31.0,7.0,19.0,89.0,86.0,1026.8,1023.0,8.0,7.0,10.8,12.7,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2893,7,10.7,14.1,6.4,0.4,0.0,24.0,11.0,9.0,87.0,87.0,1023.0,1021.4,8.0,8.0,12.8,13.8,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
2894,7,12.2,16.0,2.2,0.4,1.0,19.0,7.0,11.0,96.0,80.0,1024.2,1022.2,7.0,7.0,12.8,15.8,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2895,7,13.2,19.1,0.0,1.6,1.2,59.0,13.0,22.0,75.0,71.0,1020.0,1015.7,6.0,7.0,14.7,18.0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
2896,7,13.4,18.3,11.4,2.4,6.6,56.0,26.0,26.0,87.0,62.0,1011.8,1009.7,7.0,4.0,14.6,16.6,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1
2897,7,8.5,12.6,1.2,2.0,4.3,63.0,15.0,41.0,89.0,72.0,1008.1,1006.4,7.0,7.0,9.7,8.4,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
2898,7,4.1,17.6,0.0,1.8,1.2,44.0,15.0,24.0,61.0,54.0,1028.0,1022.6,7.0,7.0,8.3,16.7,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
2899,7,8.3,15.0,1.6,2.6,1.2,46.0,13.0,13.0,85.0,81.0,1023.0,1019.3,7.0,7.0,10.9,14.2,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0
2900,8,8.3,12.1,0.8,1.0,0.0,37.0,13.0,26.0,69.0,79.0,1011.2,1011.8,8.0,7.0,11.6,9.8,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
2901,8,5.9,12.1,7.6,0.2,1.4,39.0,7.0,9.0,90.0,76.0,1014.3,1011.2,8.0,6.0,8.3,11.1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
2902,8,0.4,16.6,0.0,2.0,8.0,19.0,13.0,2.0,99.0,49.0,1019.2,1015.2,7.0,4.0,4.6,15.8,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
2903,8,3.9,18.6,0.0,2.0,9.3,61.0,2.0,24.0,70.0,38.0,1013.3,1008.1,1.0,6.0,10.0,18.3,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
2904,8,1.3,17.2,0.0,2.2,10.3,50.0,17.0,22.0,82.0,37.0,1021.5,1013.5,1.0,1.0,6.8,16.6,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0
2905,8,2.5,17.6,0.0,2.4,9.5,44.0,9.0,28.0,71.0,41.0,1016.7,1011.8,6.0,1.0,9.0,17.4,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1
2906,8,6.7,10.7,3.6,4.0,6.4,56.0,22.0,26.0,80.0,67.0,1013.6,1011.8,6.0,4.0,8.4,9.3,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
2907,8,3.2,11.4,0.0,1.2,3.9,30.0,6.0,11.0,88.0,65.0,1018.8,1015.9,7.0,7.0,6.2,10.1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
2908,8,5.2,12.4,2.8,1.6,3.2,41.0,17.0,30.0,93.0,75.0,1013.7,1011.3,7.0,7.0,7.3,11.0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
2909,9,4.6,16.6,0.0,3.4,4.9,52.0,31.0,19.0,52.0,52.0,1018.3,1014.8,3.0,7.0,10.4,14.2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
2910,9,10.4,14.0,1.0,3.0,0.1,33.0,22.0,22.0,75.0,96.0,1010.9,1006.5,7.0,8.0,13.7,12.7,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
2911,9,11.0,18.2,23.8,2.4,1.9,50.0,11.0,31.0,92.0,67.0,1001.8,999.4,8.0,7.0,13.3,17.6,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2912,10,16.1,17.1,0.0,8.8,3.2,67.0,24.0,24.0,74.0,55.0,1005.2,1009.0,7.0,7.0,17.0,14.7,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1
2913,10,0.2,20.6,3.0,1.8,8.2,61.0,9.0,31.0,70.0,31.0,1015.3,1008.5,1.0,7.0,11.5,18.7,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
2914,10,18.0,26.6,0.0,4.0,0.7,50.0,19.0,22.0,62.0,66.0,1011.3,1008.4,7.0,7.0,22.6,22.8,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
2915,10,1.6,23.7,0.0,6.0,11.3,30.0,6.0,15.0,58.0,21.0,1023.7,1019.9,2.0,3.0,12.5,22.4,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1
2916,11,5.5,22.3,0.0,8.0,7.2,50.0,9.0,20.0,46.0,36.0,1016.9,1014.4,5.0,7.0,15.2,19.4,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
2917,11,8.2,19.5,4.0,5.6,7.2,59.0,17.0,37.0,90.0,45.0,1020.0,1016.6,8.0,4.0,10.4,17.9,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
2918,12,21.7,30.9,0.0,10.8,4.7,56.0,9.0,19.0,50.0,35.0,1004.2,998.6,7.0,7.0,24.0,29.8,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2919,12,11.9,17.6,12.6,5.8,5.8,72.0,24.0,46.0,78.0,36.0,1000.0,1001.4,7.0,6.0,12.3,16.4,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
2920,12,20.3,22.8,0.0,17.4,2.1,43.0,17.0,22.0,73.0,91.0,1009.8,1011.4,7.0,8.0,22.2,16.5,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
2921,1,20.9,21.5,0.6,13.6,0.5,46.0,9.0,17.0,78.0,89.0,1010.8,1007.8,8.0,8.0,21.2,19.7,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
2922,2,22.8,30.7,0.0,7.2,0.8,31.0,11.0,15.0,51.0,32.0,1006.0,1003.1,8.0,8.0,24.8,30.0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
2923,2,19.3,23.5,16.2,4.8,0.0,46.0,20.0,15.0,95.0,93.0,998.6,994.7,8.0,8.0,19.9,21.7,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2924,3,18.6,29.6,0.0,7.6,5.1,37.0,4.0,13.0,75.0,47.0,1017.6,1014.8,7.0,3.0,21.2,27.8,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1
2925,3,11.3,32.8,0.0,7.6,8.4,59.0,7.0,20.0,46.0,21.0,1020.7,1017.4,2.0,5.0,19.4,31.4,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
2926,3,16.1,33.3,0.0,7.2,10.7,26.0,13.0,6.0,54.0,26.0,1021.5,1017.7,1.0,5.0,23.6,31.9,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1
2927,3,14.3,28.9,0.0,7.8,2.1,78.0,9.0,39.0,66.0,40.0,1010.5,1006.8,7.0,7.0,20.8,24.9,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
2928,3,18.6,31.3,0.0,9.4,9.1,54.0,17.0,20.0,58.0,29.0,1020.0,1015.3,2.0,7.0,21.9,29.2,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2929,3,10.1,23.0,0.0,5.4,1.8,39.0,7.0,20.0,68.0,48.0,1016.6,1015.7,7.0,7.0,13.8,21.0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
2930,3,16.0,20.4,0.0,6.8,0.0,22.0,9.0,17.0,72.0,91.0,1022.4,1020.3,7.0,7.0,18.6,19.9,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
2931,4,17.8,20.5,0.0,4.0,0.0,20.0,7.0,11.0,72.0,87.0,1016.2,1016.6,7.0,8.0,20.0,20.2,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1
2932,4,17.2,18.2,13.8,0.8,0.0,28.0,17.0,13.0,88.0,94.0,1017.6,1016.5,8.0,8.0,17.7,17.2,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
2933,4,16.0,22.2,9.8,0.8,2.8,17.0,11.0,7.0,97.0,78.0,1019.3,1018.3,8.0,7.0,16.6,19.9,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
2934,4,16.7,21.1,0.8,4.8,0.2,20.0,9.0,4.0,87.0,56.0,1020.6,1017.4,8.0,8.0,17.2,20.8,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
2935,4,16.4,19.2,7.6,1.6,0.0,24.0,13.0,11.0,95.0,95.0,1015.3,1010.9,8.0,8.0,16.5,17.6,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
2936,4,16.4,23.4,20.0,0.4,2.8,39.0,9.0,24.0,89.0,88.0,1006.8,1005.5,7.0,7.0,18.9,19.0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
2937,4,9.0,22.6,0.0,2.8,9.5,20.0,13.0,11.0,78.0,42.0,1019.6,1016.0,5.0,5.0,12.9,21.6,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1
2938,4,12.5,23.6,0.0,3.0,1.7,54.0,13.0,9.0,75.0,55.0,1016.6,1010.5,7.0,7.0,16.9,23.2,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
2939,5,7.1,15.3,0.0,3.4,1.5,28.0,2.0,17.0,77.0,49.0,1008.8,1002.6,7.0,7.0,9.7,14.2,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1
2940,5,7.1,10.8,6.2,0.6,0.0,37.0,20.0,17.0,94.0,87.0,998.5,999.0,8.0,7.0,7.2,8.9,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
2941,5,11.6,15.3,0.0,2.6,0.2,19.0,9.0,9.0,69.0,94.0,1021.9,1019.7,7.0,7.0,13.8,13.6,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2942,5,14.6,20.8,0.0,3.8,0.0,91.0,33.0,22.0,45.0,92.0,1011.6,1008.3,7.0,7.0,19.6,14.2,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
2943,5,9.7,18.7,0.0,0.8,4.1,39.0,15.0,13.0,72.0,84.0,1023.5,1020.0,4.0,7.0,13.6,15.2,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
2944,6,11.9,15.0,27.2,2.6,0.7,35.0,24.0,15.0,93.0,77.0,1017.6,1017.3,7.0,7.0,12.2,13.6,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
2945,6,9.7,12.6,0.6,1.2,0.0,26.0,9.0,15.0,81.0,93.0,1017.0,1013.7,7.0,7.0,11.3,12.2,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
2946,6,7.1,12.6,5.2,0.2,0.0,20.0,9.0,9.0,99.0,95.0,1013.3,1011.9,8.0,7.0,10.4,11.5,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
2947,6,2.3,11.5,0.0,1.4,0.1,24.0,2.0,11.0,99.0,80.0,1024.1,1023.1,7.0,7.0,5.5,11.3,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2948,6,4.7,14.4,0.0,1.6,2.4,20.0,11.0,6.0,88.0,78.0,1020.6,1020.1,7.0,7.0,8.8,13.1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2949,6,5.1,12.3,0.0,1.0,1.1,54.0,17.0,26.0,81.0,85.0,1013.1,1005.2,8.0,7.0,10.7,11.0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2950,6,5.3,11.4,4.2,1.0,0.4,70.0,31.0,39.0,81.0,95.0,1007.6,1004.8,8.0,8.0,6.3,9.3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2951,6,7.9,11.8,0.4,1.8,0.4,43.0,17.0,19.0,77.0,72.0,1003.6,1000.4,7.0,7.0,8.5,10.6,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
2952,6,5.6,8.9,3.8,0.8,0.3,43.0,24.0,28.0,97.0,89.0,1007.1,1008.0,8.0,7.0,6.2,8.7,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2953,6,4.8,9.8,4.2,0.4,4.2,31.0,15.0,20.0,88.0,73.0,1020.3,1020.6,7.0,7.0,5.3,9.0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
2954,7,3.5,9.6,0.2,1.2,0.0,31.0,15.0,15.0,95.0,89.0,1017.5,1016.7,8.0,7.0,7.0,9.2,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
2955,7,3.7,12.1,0.0,1.4,0.0,33.0,15.0,7.0,77.0,92.0,1022.9,1019.0,7.0,8.0,9.8,10.4,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0
2956,7,9.3,14.8,9.8,0.6,6.2,30.0,7.0,19.0,96.0,64.0,1014.5,1013.8,8.0,4.0,10.1,13.9,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
2957,7,7.5,12.2,1.8,1.4,5.5,70.0,15.0,31.0,96.0,49.0,1014.4,1012.5,7.0,5.0,7.9,11.1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
2958,8,4.5,9.4,0.0,3.8,3.3,54.0,17.0,28.0,85.0,78.0,1011.9,1011.3,7.0,6.0,6.0,8.3,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
2959,8,3.2,15.8,0.0,2.4,2.3,26.0,15.0,13.0,65.0,53.0,1021.9,1017.5,7.0,7.0,10.2,15.3,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1
2960,8,8.1,14.9,3.8,2.0,0.6,39.0,22.0,17.0,87.0,64.0,1012.2,1009.0,8.0,7.0,9.4,14.3,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
2961,9,4.9,21.5,0.0,2.4,5.1,41.0,11.0,20.0,68.0,30.0,1015.8,1009.7,3.0,6.0,11.7,21.2,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
2962,9,11.9,19.2,0.0,4.8,1.3,63.0,26.0,15.0,58.0,65.0,1014.9,1007.9,7.0,7.0,16.7,18.4,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
2963,9,11.1,20.2,0.0,5.4,1.4,37.0,13.0,22.0,56.0,71.0,1021.5,1015.6,7.0,7.0,15.2,17.5,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
2964,10,12.4,33.1,0.0,7.2,8.4,65.0,13.0,35.0,36.0,9.0,1014.1,1007.9,1.0,7.0,21.6,32.6,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2965,10,11.1,32.1,0.0,7.8,7.7,76.0,17.0,13.0,37.0,28.0,1014.6,1008.3,1.0,5.0,21.0,29.6,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
2966,10,14.1,20.2,8.2,6.0,5.9,50.0,13.0,30.0,81.0,46.0,1007.0,1006.6,7.0,6.0,18.2,18.3,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
2967,10,7.4,13.6,3.0,5.4,0.1,37.0,9.0,7.0,93.0,77.0,1012.8,1014.6,8.0,7.0,8.3,12.1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2968,11,17.2,24.4,0.0,12.8,5.9,61.0,24.0,22.0,27.0,55.0,1003.0,1006.3,7.0,2.0,24.3,19.5,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
2969,11,20.2,27.0,0.0,14.6,0.2,35.0,2.0,22.0,50.0,37.0,1008.4,1009.1,7.0,7.0,23.0,24.3,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2970,11,19.1,39.6,0.0,10.6,12.3,52.0,20.0,26.0,25.0,11.0,1009.8,1008.0,1.0,6.0,28.2,38.1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
2971,11,19.2,23.2,5.8,14.4,0.8,61.0,13.0,24.0,88.0,89.0,1012.6,1009.4,7.0,7.0,20.6,21.2,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
2972,11,20.8,32.2,0.0,8.6,5.2,48.0,9.0,24.0,47.0,37.0,1012.2,1007.3,7.0,7.0,25.3,28.0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
2973,12,14.9,26.2,0.0,11.0,3.2,56.0,15.0,24.0,43.0,66.0,1011.3,1012.1,7.0,7.0,24.0,22.3,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
2974,12,18.3,32.0,7.6,3.6,6.4,46.0,9.0,7.0,75.0,47.0,1011.3,1007.3,7.0,7.0,22.4,29.7,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
2975,12,19.9,24.4,0.0,8.0,2.9,56.0,17.0,28.0,59.0,77.0,1005.0,1003.2,6.0,7.0,23.7,19.6,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0
2976,12,18.4,35.8,0.0,11.4,8.7,54.0,20.0,6.0,55.0,29.0,1011.7,1005.9,3.0,6.0,23.7,33.1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
2977,12,20.4,32.5,0.8,8.6,4.5,59.0,15.0,19.0,62.0,42.0,1011.8,1008.1,5.0,4.0,24.3,28.9,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
2978,1,20.5,37.5,0.0,9.2,8.4,59.0,17.0,20.0,47.0,22.0,1012.9,1006.5,4.0,7.0,27.3,35.7,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2979,1,21.0,37.5,2.2,8.8,7.5,61.0,19.0,22.0,64.0,19.0,1008.1,1002.7,5.0,6.0,25.2,37.5,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2980,1,19.1,27.2,29.6,8.0,0.0,39.0,11.0,26.0,78.0,54.0,1009.5,1008.4,7.0,8.0,22.6,25.6,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
2981,1,18.3,25.3,0.0,12.0,0.7,52.0,24.0,17.0,59.0,87.0,1007.2,1000.9,7.0,8.0,22.2,21.8,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2982,1,17.9,25.9,22.8,2.0,1.7,46.0,24.0,20.0,94.0,72.0,1001.3,1001.2,7.0,7.0,18.0,22.3,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
2983,1,17.1,29.5,0.0,10.8,8.4,59.0,37.0,26.0,53.0,38.0,1009.8,1005.2,3.0,7.0,21.6,28.7,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
